sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,YES,NO,NO,PASSIVE,170,65,<=1K
FEMALE,64,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,165,79,>1K
MALE,58,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,175,75,<=1K
MALE,32,SECONDARY,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,5,YES,NO,NO,ACTIVE,182,100,>1K
FEMALE,83,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,180,80,>1K
FEMALE,70,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,150,75,>1K
FEMALE,64,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,98,<=1K
FEMALE,84,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,158,72,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,ACTIVE,161,50,<=1K
MALE,75,SECONDARY,MARRIED,MIXED,IT`S DIFFICULT TO TELL,0,YES,YES,NO,NONE,176,78,<=1K
MALE,76,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,171,72,>1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MIXED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,PASSIVE,172,78,<=1K
FEMALE,62,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,99,NO,NO,NO,NONE,160,65,>1K
FEMALE,64,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,159,68,>1K
FEMALE,48,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,NONE,176,68,>1K
MALE,65,SECONDARY,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,170,89,>1K
MALE,37,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,174,54,<=1K
FEMALE,73,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,150,60,>1K
FEMALE,53,PRIMARY/NO EDUCATION,MARRIED,MIXED,IT`S DIFFICULT TO TELL,6,YES,NO,NO,NONE,161,78,<=1K
FEMALE,62,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,9,NO,NO,NO,NONE,168,63,>1K
FEMALE,18,VOCATIONAL/GRAMMAR,SINGLE,MIXED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,PASSIVE,164,58,<=1K
FEMALE,56,SECONDARY,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,80,>1K
MALE,27,PRIMARY/NO EDUCATION,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,172,65,<=1K
MALE,83,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,170,76,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,28,NO,NO,YES,PASSIVE,182,75,<=1K
FEMALE,60,POST-SECONDARY OR HIGHER,WIDOWED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,170,90,>1K
MALE,27,VOCATIONAL/GRAMMAR,MARRIED,TERRIBLE,ONE CAN`T BE TOO CAREFUL,1,YES,NO,YES,PASSIVE,174,80,<=1K
FEMALE,62,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,168,90,>1K
FEMALE,77,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,165,60,<=1K
FEMALE,66,SECONDARY,MARRIED,MIXED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,NONE,164,93,>1K
FEMALE,33,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,152,69,>1K
FEMALE,48,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,162,56,<=1K
MALE,55,SECONDARY,MARRIED,UNHAPPY,ONE CAN`T BE TOO CAREFUL,0,YES,YES,YES,NONE,175,60,>1K
MALE,30,PRIMARY/NO EDUCATION,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,180,65,<=1K
FEMALE,46,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,25,YES,YES,NO,NONE,164,48,>1K
MALE,38,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,175,76,>1K
FEMALE,40,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,160,64,<=1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,PASSIVE,156,60,<=1K
FEMALE,26,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,NO,ACTIVE,160,48,>1K
MALE,27,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,194,100,<=1K
FEMALE,24,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,55,>1K
FEMALE,57,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,80,>1K
FEMALE,60,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,75,>1K
FEMALE,53,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,156,50,>1K
FEMALE,51,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,162,76,>1K
FEMALE,61,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,15,NO,NO,NO,NONE,164,68,<=1K
MALE,48,PRIMARY/NO EDUCATION,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,174,82,>1K
MALE,35,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,186,80,>1K
FEMALE,72,SECONDARY,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,20,NO,NO,NO,NONE,163,70,<=1K
MALE,46,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,ACTIVE,183,98,>1K
MALE,82,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,160,63,<=1K
FEMALE,72,PRIMARY/NO EDUCATION,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,60,<=1K
FEMALE,54,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,152,54,>1K
MALE,64,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,95,>1K
FEMALE,34,SECONDARY,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,PASSIVE,162,90,<=1K
MALE,26,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,ACTIVE,175,75,>1K
MALE,45,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,186,100,>1K
MALE,35,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,IT`S DIFFICULT TO TELL,6,YES,NO,NO,ACTIVE,178,83,>1K
FEMALE,43,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,78,>1K
FEMALE,64,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,156,60,>1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,10,YES,NO,NO,NONE,175,83,<=1K
FEMALE,79,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,166,65,>1K
FEMALE,88,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,1,NO,NO,NO,NONE,165,85,>1K
MALE,68,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,170,108,<=1K
FEMALE,37,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,ACTIVE,167,65,>1K
FEMALE,20,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,165,50,<=1K
FEMALE,21,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,YES,NO,ACTIVE,175,52,<=1K
FEMALE,62,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,YES,NO,NO,NONE,165,90,<=1K
MALE,22,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,180,65,<=1K
FEMALE,57,SECONDARY,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,0,YES,NO,NO,NONE,158,59,>1K
FEMALE,26,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,ACTIVE,165,53,<=1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,176,89,>1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,IT`S DIFFICULT TO TELL,20,NO,NO,NO,PASSIVE,184,70,<=1K
FEMALE,77,SECONDARY,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,167,71,>1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,YES,NONE,164,83,>1K
MALE,69,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,NO,NONE,165,70,>1K
MALE,63,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,164,72,>1K
MALE,41,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,170,78,>1K
FEMALE,50,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,1,YES,YES,NO,NONE,158,65,<=1K
FEMALE,24,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,YES,NONE,172,72,<=1K
MALE,47,PRIMARY/NO EDUCATION,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,YES,NO,NONE,172,82,<=1K
FEMALE,27,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,ACTIVE,160,55,<=1K
FEMALE,42,SECONDARY,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,160,80,>1K
MALE,39,VOCATIONAL/GRAMMAR,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,10,YES,NO,YES,NONE,176,85,>1K
MALE,61,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,176,76,<=1K
FEMALE,32,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,165,60,>1K
FEMALE,62,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,166,73,<=1K
FEMALE,46,VOCATIONAL/GRAMMAR,MARRIED,TERRIBLE,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,165,62,<=1K
MALE,23,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,PASSIVE,176,80,>1K
MALE,22,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,PASSIVE,175,73,>1K
FEMALE,53,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,NONE,160,75,<=1K
FEMALE,61,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,161,109,>1K
FEMALE,65,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,80,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,154,40,<=1K
FEMALE,54,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,164,90,>1K
FEMALE,76,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,158,58,<=1K
MALE,79,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,171,71,>1K
FEMALE,85,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,150,60,<=1K
FEMALE,71,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,150,70,<=1K
FEMALE,62,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,170,86,<=1K
FEMALE,27,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,168,82,>1K
FEMALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,170,98,<=1K
FEMALE,45,VOCATIONAL/GRAMMAR,DIVORCED,PLEASED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,NONE,150,58,>1K
MALE,23,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,173,68,>1K
FEMALE,44,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,160,70,<=1K
FEMALE,61,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,156,70,>1K
FEMALE,35,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,PASSIVE,168,70,<=1K
MALE,58,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,170,78,>1K
FEMALE,36,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,168,53,>1K
FEMALE,25,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,ACTIVE,163,62,>1K
MALE,45,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,YES,ACTIVE,171,75,<=1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,168,68,<=1K
FEMALE,26,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,168,52,>1K
MALE,53,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,164,83,<=1K
FEMALE,18,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,168,48,<=1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,ACTIVE,172,63,<=1K
FEMALE,33,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,NONE,158,49,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,PASSIVE,172,60,<=1K
MALE,28,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,178,85,<=1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,1,NO,NO,NO,PASSIVE,158,49,<=1K
MALE,69,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,178,75,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,50,NO,NO,YES,PASSIVE,175,100,<=1K
MALE,63,SECONDARY,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,165,70,>1K
FEMALE,53,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,164,74,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,NONE,170,80,<=1K
MALE,64,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,172,71,>1K
FEMALE,56,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,PASSIVE,163,100,>1K
MALE,73,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,178,94,>1K
FEMALE,68,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,168,87,<=1K
FEMALE,36,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,164,70,<=1K
MALE,17,PRIMARY/NO EDUCATION,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,15,NO,NO,NO,PASSIVE,170,65,<=1K
FEMALE,37,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,65,<=1K
FEMALE,30,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,70,>1K
MALE,65,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,167,85,>1K
FEMALE,28,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,PASSIVE,165,67,>1K
FEMALE,35,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,178,62,>1K
FEMALE,32,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,YES,NO,NONE,160,80,<=1K
MALE,27,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,180,85,>1K
MALE,72,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,170,70,>1K
MALE,78,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,170,90,<=1K
FEMALE,54,VOCATIONAL/GRAMMAR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,164,58,>1K
FEMALE,64,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,158,78,<=1K
MALE,75,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,161,66,>1K
FEMALE,35,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,YES,ACTIVE,155,52,<=1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,YES,NO,NO,NONE,180,67,>1K
FEMALE,63,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,150,70,<=1K
FEMALE,57,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,165,90,<=1K
FEMALE,81,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,158,65,<=1K
MALE,33,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,YES,NONE,182,86,<=1K
FEMALE,67,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,PASSIVE,150,61,>1K
MALE,63,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,182,112,<=1K
MALE,59,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,176,102,<=1K
FEMALE,65,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,154,72,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,117,84,>1K
FEMALE,76,SECONDARY,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,155,59,<=1K
MALE,50,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,30,NO,NO,NO,NONE,169,98,>1K
MALE,80,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,NONE,179,80,>1K
FEMALE,58,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,PASSIVE,162,110,>1K
FEMALE,51,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,60,>1K
FEMALE,48,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,NONE,166,63,<=1K
FEMALE,79,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,170,74,>1K
MALE,42,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,PASSIVE,180,95,<=1K
FEMALE,33,SECONDARY,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,168,62,<=1K
MALE,71,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,ACTIVE,170,74,>1K
MALE,63,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,9,YES,NO,NO,NONE,165,80,>1K
MALE,77,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,170,90,<=1K
FEMALE,51,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,158,62,>1K
FEMALE,61,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,65,<=1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,YES,NO,NONE,171,90,>1K
FEMALE,24,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,ACTIVE,160,49,<=1K
FEMALE,20,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,PASSIVE,167,65,<=1K
MALE,22,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,30,NO,NO,YES,PASSIVE,181,78,<=1K
MALE,37,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,176,76,>1K
FEMALE,31,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,158,62,<=1K
